year,word,frequency
2016,እዉነተኛ,16
2016,ልጁ,15
2016,መልካም,15
2016,ምንጭ,15
2016,ብዙ,15
2016,ወረት,15
2016,የሌለዉ,15
2016,ፊቱ,15
2016,ፊት,15
2016,ላንተ,14
2016,ሞት,14
2016,ንጉሥ,14
2016,ዘላለም,14
2016,ህይወቴ,13
2016,ምክንያት,13
2016,ሰላሜ,13
2016,ስራ,13
2016,ክብር,13
2016,ይወደኛል,13
2016,ደስታዬ,13
2016,ፍጥረት,13
2016,ሁሌ,12
2016,መዳኛ,12
2016,ምሥጋና,12
2016,ተነሳ,12
2016,አብዝቼ,12
2016,አዲስ,12
2016,እንዳንተ,12
2016,እያየዉ,12
2016,ከፍ,12
2016,ዛሬ,12
2016,ደስታ,12
2016,ምህረት,11
2016,ምድር,11
2016,ሰማይ,11
2016,ለጌታ,10
2016,ምህረቱ,10
2016,ቃሉ,10
2016,በላይ,10
2016,ኃያል,10
2016,አይደል,10
2016,እራሴ,10
2016,እንዲ,10
2016,ያለህ,10
2016,ገና,10
2016,ለኔ,9
2016,መንፈስ,9
2016,ስሙ,9
2016,አለኝ,9
2016,ያማረ,9
2016,መዘመር,8
2016,ምትፈልገዉ,8
2016,ሞተ,8
2016,ሰማያት,8
2016,በኔ,8
2016,ነፍስ,8
2016,አፍቃሪ,8
2016,ኸረ,8
2016,የለ,8
2016,የምትሻዉ,8
2016,ይሄ,8
2016,ይዘምሩ,8
2016,ህይወት,7
2016,ሆነ,7
2016,ልቅረብ,7
2016,መች,7
2016,ሥም,7
2016,ሰራ,7
2016,ሰጠኝ,7
2016,ቃል,7
2016,ባይሞላ,7
2016,ነፍሴ,7
2016,አምላክ,7
2016,አባ,7
2016,አንድ,7
2016,ወዳጅ,7
2016,ዓለም,7
2016,ጋር,7
2016,ሁኔታ,6
2016,ህዝብ,6
2016,ለታ,6
2017,ኢየሱስ,95
2017,እግዚአብሄር,49
2017,እኔ,48
2017,አለ,36
2017,ብዙ,35
2017,ክብር,35
2017,እርሱ,34
2017,ህይወት,23
2017,ሆነ,22
2017,ስም,21
2017,ቤቴ,21
2017,ላክ,20
2017,መጀመሪያ,20
2017,ይችላል,20
2017,ነፍሴ,19
2017,አምላክ,19
2017,ዛሬ,19
2017,ምህረት,18
2017,ተመስገን,17
2017,ፍቅር,17
2017,ህይወቴ,16
2017,መንፈስ,16
2017,ሰማይ,16
2017,ምድር,15
2017,ባንተ,15
2017,አንተን,15
2017,እስኪ,14
2017,ከፍ,14
2017,ይቅር,14
2017,ሆኖ,13
2017,እረኛዬ,13
2017,ማረን,12
2017,ሰው,12
2017,ቃል,11
2017,በለን,11
2017,እኮ,11
2017,ይሄ,11
2017,ላንተ,10
2017,እንደርሱ,10
2017,ወይ,10
2017,ያንተ,10
2017,ይህን,10
2017,ድምፅ,10
2017,ሁሌ,9
2017,መች,9
2017,መኖሬ,9
2017,ማደሪያ,9
2017,ገና,9
2017,ፊት,9
2017,መቼ,8
2017,ምክንያት,8
2017,ስትመለክ,8
2017,ቀን,8
2017,አመልክሃለሁ,8
2017,አንተኮ,8
2017,አንድ,8
2017,እንኳ,8
2017,እየማርክኝ,8
2017,ወዳጄ,8
2017,ያለው,8
2017,ያላንተ,8
2017,ደጄ,8
2017,ጋር,8
2017,ላለ,7
2017,ልቤ,7
2017,ልክ,7
2017,ምንጭ,7
2017,በላይ,7
2017,ቤቱ,7
2017,ትልቅ,7
2017,ንጉሥ,7
2017,አሳረፈኝ,7
2017,እንዲ,7
2017,እጅ,7
2017,ከቶ,7
2017,ውሃ,7
2017,ውስጥ,7
2017,ዘላለም,7
2017,ዙፋኑ,7
2017,ደስ,7
2017,ጨለማ,7
2017,መልካም,6
2017,መንፈሱ,6
2017,ሙሉ,6
2017,ምህረቱ,6
2017,ምርጫ,6
2017,ስል,6
2017,ቀር,6
2017,ብርሃን,6
2017,ብዬው,6
2017,ኑሮ,6
2017,አዳኝ,6
2017,ከሁሉ,6
2017,ክበር,6
2017,ያለፈ,6
2017,ጉልበት,6
2017,ጓደኛዬ,6
2017,ሁሉም,5
2017,ልጅ,5
2017,መኖር,5
2018,ኢየሱስ,166
2018,እኔ,105
2018,ገና,60
2018,እርሱ,44
2018,ሰው,43
2018,አለ,43
2018,ልቤ,41
2018,ክብር,38
2018,ዘላለም,31
2018,ሆነ,29
2018,የጌታ,26
2018,እግዚአብሄር,25
2018,ዛሬ,25
2018,ፍቅር,25
2018,አንተን,24
2018,ልዩ,22
2018,በላይ,21
2018,ወይ,21
2018,ሰማይ,20
2018,ቀና,20
2018,ቢሆን,20
2018,ታማኝ,20
2018,መልካም,19
2018,ቃል,19
2018,ህይወት,18
2018,ህይወቴ,17
2018,ምህረት,17
2018,ቃሉ,17
2018,ነፍሴ,17
2018,ምስጋና,16
2018,ብሶበታል,16
2018,አመስግኑ,16
2018,ይለኛል,16
2018,ልበል,15
2018,ምድር,15
2018,ብዙ,15
2018,አምላክ,15
2018,ዓይኔ,15
2018,ያልፋል,15
2018,ጊዜ,15
2018,ላክብረው,14
2018,ተራዬ,14
2018,ከቶ,14
2018,ይችላል,14
2018,ትዝ,13
2018,እዘምራለሁ,13
2018,ኸረ,13
2018,ዝም,13
2018,ይዞ,13
2018,ስል,12
2018,አልል,12
2018,ኤልሻዳይ,12
2018,እያለ,12
2018,ሁሉን,11
2018,ሁሌ,11
2018,ምህረቱ,11
2018,ምስክር,11
2018,ቀን,11
2018,እጅ,11
2018,ዘላለማዊ,11
2018,ዘመኔ,11
2018,ደሙ,11
2018,ደስ,11
2018,በጌታ,10
2018,እኔማ,10
2018,እጁ,10
2018,የአንተ,10
2018,ደስታ,10
2018,ድል,10
2018,ድንቅ,10
2018,ጠላቴ,10
2018,ሆኖ,9
2018,ሚረዳኝ,9
2018,ማንም,9
2018,በሉ,9
2018,ተስፋ,9
2018,አባቴ,9
2018,አንድ,9
2018,እንዲ,9
2018,ደግሞ,9
2018,ለአንተ,8
2018,መቼ,8
2018,መጣ,8
2018,ምለው,8
2018,ሲሉ,8
2018,ቢበራማ,8
2018,ቤቴ,8
2018,ተመስገን,8
2018,ተረጋግቷል,8
2018,አባት,8
2018,እሆናለሁ,8
2018,እቆማለሁ,8
2018,እጄ,8
2018,ክጐኔ,8
2018,ዕልል,8
2018,ያበረታኝ,8
2018,ያው,8
2018,ይሁንለት,8
2018,ይሄ,8
2018,ይግነን,8
2019,ኢየሱስ,24
2019,ፍቅር,20
2019,እኔ,19
2019,ክብር,17
2019,ሆነ,12
2019,አለፈ,12
2019,በላይ,11
2019,መገኛ,10
2019,ሲሆን,10
2019,ቤት,10
2019,አለ,10
2019,አበቃ,10
2019,እንዳለፈ,10
2019,ያም,10
2019,ደግሞ,10
2019,መውደድ,8
2019,ምስጋና,8
2019,ሰው,8
2019,ትዕግስትህ,8
2019,ገና,8
2019,ሁሌ,7
2019,ልቤ,7
2019,መልካም,7
2019,መጀመርያ,7
2019,ቀረ,7
2019,ብዙ,7
2019,እነ,7
2019,ልበል,6
2019,መዘመር,6
2019,ቤቱ,6
2019,ነህና,6
2019,አለኝ,6
2019,እንኳ,6
2019,እግዚአብሄር,6
2019,ዓይና,6
2019,ያለው,6
2019,መተህማ,5
2019,አላሳንስህ,5
2019,አልቆጥብብህ,5
2019,ወትሮ,5
2019,ዘምር,5
2019,ያልረሳ,5
2019,ድሮ,5
2019,መዉደድህ,4
2019,በጋ,4
2019,በጎ,4
2019,ባህር,4
2019,ተዋት,4
2019,ነበረ,4
2019,ክረምት,4
2019,ዋለ,4
2019,ዛሬ,4
2019,ይሆናል,4
2019,ይለኛል,4
2019,ይብዛልህ,4
2019,ይዘልቃል,4
2019,ጋራ,4
2019,ጋር,4
2019,ጥልቀቱ,4
2019,ጩህ,4
2019,ህይወት,3
2019,ሆኖ,3
2019,ለሊት,3
2019,ላንተ,3
2019,ልማዴ,3
2019,መበርቻዬ,3
2019,ሚሆን,3
2019,ረዳኝ,3
2019,ቀን,3
2019,ቃላት,3
2019,ቃል,3
2019,በርሱ,3
2019,በቂ,3
2019,ባይ,3
2019,ተውት,3
2019,ንጉስ,3
2019,አሜን,3
2019,አምላክ,3
2019,እስኪ,3
2019,እንሟን,3
2019,እያለ,3
2019,ከነ,3
2019,ወጀብ,3
2019,የለለበት,3
2019,ያንሳ,3
2019,ድቅድቁ,3
2019,ጨለማ,3
2019,ፊት,3
2019,ፍቅሩ,3
2019,ሁኔታ,2
2019,ሁን,2
2019,ሂድ,2
2019,ሃሳቤ,2
2019,ህልም,2
2019,ለሱ,2
2019,ለቆኛል,2
2019,ለኔ,2
2019,ለወጠዉ,2
2019,ልቀኘለት,2
2019,ልበ,2
